occurance,transcription,App_TAG
1,update our estimate,Update_FamilyIncomeEstimate
1,about earnings,Report_Earnings
1,need to change out to centre_pay details,Deductions
1,i want to ask the health_care card benefit,Cards
1,paying back some benefits,Debt
1,family care,Enquire_SharedCare
1,change of child_care facility,Enquire_CCB
1,it's income,Update_FamilyIncomeEstimate
1,confirming we're not lodging a tax return,TaxReturn
1,financial estimate for two thousand and seven two thousand and eight,Update_FamilyIncomeEstimate
1,my immunization funding,Immunisation
1,wanting to know my next payment,Check_Payments
1,to see about my payment,Check_Payments
1,assessment notice child_care benefit,Enquire_CCB
2,non tax lodgement,TaxReturn
1,i just got a new job,Employment
1,circumstances change,Change_Circumstances
1,updating family,Update_FamilyIncomeEstimate
1,i'm after entitlement possibilities,Enquire_FamilyAssistance
1,i have to update my family payment,Enquire_FTB
1,to report that i don't have to hand in a tax,TaxReturn
1,family just enquiring about family tax benefit payments,Enquire_FTB
1,enquiries at this stage,Enquire_Vague
1,new_born chart application,Claim
1,i'm changing my address no longer need rent assistance,PersonalDetails
1,i'm ringing up about my loan,Advance
1,family incomes,Update_FamilyIncomeEstimate
1,enquire on an advance,Advance
1,found a job,Employment
3,child_care provider number,Enquire_CCB
1,internet passcode,Support_SelfService
1,family assessment adjustment,Assessment
1,pay reporting pay,Report_Earnings
1,reduce payment,Enquire_Payments
1,speak to a real person,Request_Operator
1,to apply for child_care benefit,Claim
1,child endowment loan,Advance
1,i'm wanting to update my partner's and my income since last time i called it was they did it wrong,Update_FamilyIncomeEstimate
1,no longer working,Employment
1,group certificate financial year tax return,PaySummary
1,the lump_sum money that you get,Enquire_LumpPayment
1,start family tax benefit payment,Enquire_FTB
1,enquiring about family tax benefit lump_sum,Enquire_LumpPayment
1,but not received,Enquire_Payments
1,payment not in my bank,Enquire_Payments
1,i want to an update on my family payment,Enquire_FTB
1,customer service advisor,Request_Operator
1,advance on my family payment query,Advance
1,a change of income details for child_care,Enquire_CCB
1,payment summary for income tax,PaySummary
1,i want to update my family,Enquire_FTB
1,i want to talk to someone about parenting payment,Enquire_Parenting
1,parental payment summary,PaySummary
1,i have a few questions in regards to my earnings,Enquire_Earnings
1,i need to know where the family payment went to i rang up last week was new bank details and still not in the bank yet,Enquire_Payments
1,one of the children has started work,Enquire_FamilyAssistance
1,advising non lodgement of tax,TaxReturn
1,multiple birth allowance,Maternity
2,returning a phone call,Respond_Correspondence
4,family tax benefit query,Enquire_FTB
1,i need to add a provider number to my child's day_care,Enquire_CCB
1,child_care update,Enquire_CCB
2,i want a loan,Advance
1,i need to get a family payment advance,Advance
1,i need to change my appointment,Appointment
1,to make changes to my payments,Enquire_Payments
1,i want to know about getting advance in july,Advance
8,enquiring,Enquire_Vague
1,to see how own july payment when it's gonna be due my july payment,Enquire_LumpPayment
1,i want to find out my child_care tax rebate information for my oh six oh seven tax return,ChildCareRebate
1,i need to talk about family situation,Change_Circumstances
1,i'm just ringing up about our income i wanna increase the limit on our income,Update_FamilyIncomeEstimate
1,lump_sum family tax family tax payment,Enquire_LumpPayment
1,when the supplement's going to be paid,Check_Payments
2,enquiring about the family payment bonus,GeneralBonus
1,child support maintenance money,ChildSupport
1,upgrade my family income please,Update_FamilyIncomeEstimate
1,change in day_care or child_care,Enquire_CCB
1,information for parenting payment,Enquire_Parenting
1,to apply for a loan,Advance
1,to talk about my payments,Enquire_Payments
1,i'd like to speak to an operator about updating my income estimate for the year as i cannot do it on the internet,Update_FamilyIncomeEstimate
1,i'd like to change my payments,Enquire_Payments
1,baby bonus i mean,Maternity
1,want to find out my payments,Enquire_Payments
1,health_care claim,Cards
2,appointment change,Appointment
1,update my income earnings,Update_FamilyIncomeEstimate
1,about the six hundred dollars for your child,Enquire_LumpPayment
1,information day_care,Enquire_CCB
1,checking my payment for this week,Check_Payments
1,changing claim,Claim
1,finalize two thousand and six spouses income,Update_FamilyIncomeEstimate
1,i need to amend a name on my child_care rebate statements,ChildCareRebate
1,registered child_care,Enquire_CCB
1,i want to check my payment details,Check_Payments
3,assessment for child_care benefit,Enquire_CCB
1,message on my phone for it's ringing,Respond_Correspondence
1,i i need to report my earning,Report_Earnings
1,about my advance,Advance
1,extension of payment,Enquire_Payments
1,i'm ringing about the tax benefit payment,Enquire_FTB
1,i'm just ringing to find out about my parenting payment pension today,Check_Payments
1,to get an appointment with a social worker,Appointment
1,baby bonus lodgement,Maternity
1,the advance loan of five hundred dollars,Advance
2,about my family tax benefit,Enquire_FTB
1,i just had a baby and i went to centrelink to see about payments and nothing's happened,Claim
1,i'm just ringing about a payment,Enquire_Payments
1,seeing how much money i got yesterday,Check_Payments
1,rate of payment,Check_Payments
1,about the family tax benefits,Enquire_FTB
1,i want to find out about rental payment easy pay,RentAssistance
2,i missed an appointment,Appointment
1,bereavement payment,Enquire_FamilyAssistance
1,a question about a letter,Respond_Correspondence
1,i wanna know about the end of financial year payment we get,Enquire_LumpPayment
1,rent form,IncomeReportingStatement
1,query about statement for child_care benefit,Enquire_CCB
1,need to speak to someone about child_care benefit,Enquire_CCB
1,wanna speak to a person someone in person,Request_Operator
1,i need to speak to someone in regards to payment,Enquire_Payments
3,i need information,Enquire_Vague
1,family tax benefit lump_sum dates,Enquire_FTB
1,want to apply for a health_care card,Cards
1,family family assistance confirmation,Enquire_FamilyAssistance
1,my lump_sum for my family payment,Enquire_LumpPayment
1,don't know what to tell you,Enquire_Vague
1,report of payment report of earnings,Report_Earnings
1,to report husband's earnings,Report_Earnings
2,about the six hundred per child,Enquire_LumpPayment
1,i want to apply for sole parenting payment,Claim
2,six months advance payment,Advance
1,cancellation of family assistance,Enquire_FamilyAssistance
1,applying for my five hundred advance payment thank you,Advance
2,i need customer assistance,Request_Operator
1,payment on the second,Check_Payments
1,i've received a letter about a general employee entitlement rebate redundancy scheme you need the details of it,Employment
1,to do with tax and the child_care benefit,Enquire_CCB
1,just to about my partner tax done,TaxReturn
1,just calling about my family tax b payment i'd like to get the lump_sum at the end of the year,Enquire_LumpPayment
1,to find out if i need to pay tax on my bereavement payment,Enquire_Tax
1,i need to update my income taxable year,Update_FamilyIncomeEstimate
8,enquiry about payment,Enquire_Payments
1,need talk to the operator,Request_Operator
1,my child turns sixteen next month and there is a review of my family tax benefits and i don't know what to do,Enquire_FTB
2,i need to report my fortnightly earning,Report_Earnings
1,a advanced payment,Advance
1,responding to a recent letter sent from the family assistance office,Enquire_FamilyAssistance
1,to find out if i was accepted for the disability pension,SicknessDisability
1,it's about child_care payment,Enquire_CCB
2,to check my future payments,Check_Payments
2,it's about tax,Enquire_Tax
1,loss of my health benefit card,Cards
4,self serve,GoTo_SelfService
1,date on payments,Check_Payments
3,apply for family assistance,Claim
1,just letting centrelink know not lodging tax form,TaxReturn
2,in regards to parenting payment,Enquire_Parenting
1,check to see my payment is restored,Check_Payments
4,i wanna check my payment,Check_Payments
1,dialing,Garbage
1,to find out entitlements,Enquire_FamilyAssistance
1,receipt of letters,Respond_Correspondence
1,i want to change the way that my child_care benefit is paid,Enquire_CCB
1,claim family tax benefit,Claim
1,get a payment advance,Advance
2,change of pay_day,Enquire_Payments
2,sole parent,Enquire_Parenting
1,i received a letter and i would like to get some,Respond_Correspondence
1,exemption from parenting payment work,Enquire_Parenting
1,claiming child_care allowance,Enquire_CCB
1,put a baby for child_care child in a child_care c_c_s or whatever it's called,Enquire_CCB
2,account balance,Debt
1,enquire about assessment,Assessment
1,need advice,Enquire_Vague
1,children payment,Enquire_FamilyAssistance
1,i need to find out what form i need to complete to obtain customer a customer reference number for child_care benefits,Claim
1,child advance payment,Advance
1,action required letter,Respond_Correspondence
1,ringing about my pay,Check_Payments
1,we got a call from you,Respond_Correspondence
1,advance payment future payments,Advance
1,i have a letter about child_care benefit and my children are no longer in need of child_care,Enquire_CCB
1,i have an query on my parenting payment,Enquire_Parenting
1,top up payment,Enquire_Payments
1,twelve months payment,Enquire_LumpPayment
3,reporting payments,Report_Earnings
1,whether i can fax a statement about of income to centrelink,Update_FamilyIncomeEstimate
3,want to update my family,Enquire_FTB
1,bank,PersonalDetails
1,i want to know when my family tax advance is coming through,Advance
1,i want some information about parenting allowance,Enquire_Parenting
1,my name is changed,PersonalDetails
1,next fortnight payment,Check_Payments
1,up my estimate please,Update_FamilyIncomeEstimate
1,enquiring about my family payment,Enquire_Payments
4,i need to report my income,Report_Earnings
1,service check my payments,Check_Payments
1,wanna suspend a payment,Enquire_Payments
1,disability enquiries,SicknessDisability
1,six hundred dollar per child,Enquire_LumpPayment
23,health_care benefit,Cards
1,return change our estimate,Update_FamilyIncomeEstimate
1,my payments not in the bank,Enquire_Payments
11,carers payment,Carers
1,i need to ask some questions about support benefits,ChildSupport
1,i want to apply for the child_care payment,Enquire_CCB
1,centre_pay changes,Deductions
1,my yearly earnings,PaySummary
1,to change benefits,Enquire_Payments
1,i need to update my child_care,Enquire_CCB
1,other operator,Request_Operator
1,i need to talk to a customer service,Request_Operator
1,enquiries about kinder,Enquire_CCB
1,the,Garbage
1,done,Garbage
2,family income enquiry,Update_FamilyIncomeEstimate
1,i want to know my progress on the end of year payment for the children,Enquire_LumpPayment
1,to inform centrelink that i do not have to put a tax return in,TaxReturn
1,i want to change where my payment goes,Enquire_Payments
1,i need to know whether tax is being taken out of my parenting payment,Enquire_Parenting
7,about my earnings,Enquire_Earnings
1,to find out when the six hundred dollar child bonus is being paid,Enquire_LumpPayment
1,it's the payment,Enquire_Payments
1,ask about tax benefits,Enquire_FTB
1,a benefits,Enquire_FamilyAssistance
1,a non_lodger,TaxReturn
1,have a question about earnings,Enquire_Earnings
2,my assessment notice for child_care benefit,Enquire_CCB
1,to find out about the child_care bonus the whether or not i was supposed to get it,Enquire_CCB
1,at appointment,Appointment
1,i would like to make an appointment to talk to somebody,Appointment
1,the six hundred dollar payment for the each child,Enquire_LumpPayment
1,update my address details,PersonalDetails
1,to enquire about the child money,Enquire_CCB
2,family tax part_a,Enquire_FTB
1,i just wanna find out family tax benefit payments,Enquire_FTB
1,i'm ringing up about grand parents allowance,Enquire_CCB
4,report pay,Report_Earnings
1,to do with family assistance,Enquire_FamilyAssistance
1,child_care benefit cancelled,Enquire_CCB
2,updating my estimate,Update_FamilyIncomeEstimate
1,family assistance with child_care,Enquire_CCB
1,enquiring about the loan,Advance
1,just to discuss changes and estimate amount of pension,Enquire_FamilyAssistance
1,need a new health_care cards,Cards
3,i just had a baby,Claim
3,advance enquiry,Advance
1,update the estimate or something i don't know,Update_FamilyIncomeEstimate
1,my partner,Change_Circumstances
6,payment detail,Check_Payments
1,my income for this financial year,PaySummary
1,why i didn't get paid,Enquire_Payments
2,certificates,RentAssistance
1,i want to enquiry of the child_care benefit child_care benefit,Enquire_CCB
1,i need to know vacation care for tax purposes,Enquire_CCB
7,family bonus,GeneralBonus
1,commonwealth seniors health card,Cards
1,a general enquiry about the tax benefit lump_sum that you get at the end of the financial year,Enquire_LumpPayment
2,reporting parenting payment,Enquire_Parenting
1,update earnings family assistance,Update_FamilyIncomeEstimate
1,payment to my account,Check_Payments
1,see about the loan advance payment,Advance
1,enquiring about reconciliation payment,Enquire_LumpPayment
1,child year,Enquire_LumpPayment
1,to find out when i'll receive my baby bonus,Maternity
1,self_service payment information,Check_Payments
1,i report my earning,Report_Earnings
1,no payments coming through,Enquire_Payments
1,access my account on the internet,Support_SelfService
1,i want to update my family payment estimate,Update_FamilyIncomeEstimate
1,on holidays,Overseas
1,taxation query,Enquire_Tax
1,the benefit that is given per year for children i want to know if that's the age of sixteen or eighteen,Enquire_FTB
6,speak with an operator,Request_Operator
2,started a new job,Employment
1,i need to update my child support estimate,ChildSupport
7,updating my income,Update_FamilyIncomeEstimate
1,i just need to speak to somebody in regard to a group certificate,PaySummary
1,to enquire if centrelink has received my fax for starting a new job,Employment
1,estimated earnings fortnight,Report_Earnings
1,loan event,Advance
1,just update my my benefits,Enquire_Payments
1,fortnight earning,Report_Earnings
1,baby registration,Maternity
1,a lump_sum advancement,Advance
1,the family tax benefits,Enquire_FTB
1,i need a replacement form,IncomeReportingStatement
1,family assistance like vacation care,Enquire_FamilyAssistance
1,rent assistance enquiries,RentAssistance
1,balance of my family tax benefit,Enquire_FTB
1,family payments whatever,Enquire_Payments
1,a family assistance enquiry,Enquire_FamilyAssistance
1,enrolling my son into a day_care,Enquire_CCB
1,i have a daughter who's just turned eighteen i need to know what she's eligible for,Enquire_SharedCare
1,a question on family payment part_b family allowance part_b,Enquire_FTB
37,report my income,Report_Earnings
1,i need to report my calling earnings,Report_Earnings
1,i need to find out my income from centrelink for the year two thousand and seven,PaySummary
2,i want to update my family estimate income,Update_FamilyIncomeEstimate
1,seven digit pin,Support_SelfService
1,to check for a advancement,Advance
1,need to change the address,PersonalDetails
1,regarding my earnings,Report_Earnings
1,i need to talk to the debt agency,Debt
1,the amount of money paid per month per child,Check_Payments
1,hannah is turning sixteen,Enquire_FTB
1,yes i want a health card two of them you're only sending me one health card,Cards
1,link to percentage,Enquire_CCB
1,not to speak to you,Request_Operator
1,i am applying for family tax benefits i got a letter from centrelink,Enquire_FTB
1,for the advance payment apply for that and to see if my electricity has been stopped over non_payment,Advance
1,to change my family assistance,Enquire_FamilyAssistance
1,the the child_care benefits,Enquire_CCB
1,just to update the income for my family tax payment,Update_FamilyIncomeEstimate
1,family assistance on income,Enquire_FamilyAssistance
1,i want to change my payment payment choice,Enquire_Payments
3,apply for loan,Advance
1,change in child_care,Enquire_CCB
1,add a new child_care provider,Enquire_CCB
1,i would like my group certificate,PaySummary
1,single parents pension enquiry,Enquire_Parenting
1,i thought i'd be kind and tell you that i've come back to australia,Overseas
1,to cancel family assistance,Enquire_FamilyAssistance
19,to check my payment,Check_Payments
1,child bonus payments,Enquire_LumpPayment
1,i want to enquire about a health_care card,Cards
12,family payment enquiry,Enquire_Payments
1,enquiry advance,Advance
1,a payment details,Check_Payments
1,floods claim,Announcement
1,moving in with partner,Change_Circumstances
1,query operator,Request_Operator
1,rejected for authority's prescription,OutOfDomain
1,to change my payment,Enquire_Payments
1,family payments,Enquire_Payments
1,fortnightly payment,Check_Payments
1,i want get the family tax benefit again and cancel my daughter my daughter's claim for youth allowance,YouthAllowance
1,to update my family payment,Enquire_FTB
1,i'm wondering if i can get my family allowance loan which is due at the beginning of july,Advance
1,just checking up on what i am entitled to as family allowance for fortnight it's the payment has been varying and we're just checking up on that,Enquire_Payments
1,i want to apply for the lump_sum payment,Enquire_LumpPayment
1,for the six hundred grant,Enquire_LumpPayment
1,claim for payment,Claim
1,change payments bank details,PersonalDetails
1,carers,Carers
1,financial income details for two thousand and five two thousand and six,PaySummary
1,moving,PersonalDetails
1,enquiry about family assistance and child_care,Enquire_CCB
1,aged pensioner enquiry,AgedRetirement
1,report a new child_care centre,Enquire_CCB
1,to apply for family payment regarding two children i've just received custody for,Claim
1,to see how much money i've got see how much money i'm getting,Check_Payments
1,i wanna speak to a operator regarding the bonus payment for the children for two thousand and seven,Enquire_LumpPayment
1,immunization child_care benefit,Immunisation
1,a non lodgement of tax return form,TaxReturn
1,self option,GoTo_SelfService
1,calculating income,Update_FamilyIncomeEstimate
1,want to update my estimate income estimate,Update_FamilyIncomeEstimate
2,yes,Garbage
1,i don't have to lodge an income tax return,TaxReturn
1,money we owe you,Debt
10,bonus payment,GeneralBonus
1,tax baby bonus,Maternity
3,report earnings,Report_Earnings
2,my payment details,Check_Payments
1,my daughter's turning sixteen and i need to notify you about the family tax benefit,Enquire_FTB
1,update education,Education
1,a government letter for family assistant office for a claim for family tax benefit,Enquire_FTB
1,to receive a new pension card with my new address on it,PersonalDetails
1,assistance information,Enquire_FamilyAssistance
1,tax something,Enquire_Tax
1,the assistant payment,Enquire_FamilyAssistance
1,non tax lodgment,TaxReturn
1,request a form,IncomeReportingStatement
1,i just want to enquire how much payment i get this week with family payments,Enquire_Payments
2,check my pay,Check_Payments
1,internet password,Support_SelfService
1,payments future payments,Check_Payments
1,report earnings income,Report_Earnings
1,bank account number,PersonalDetails
1,centrelink owes me money and i want it,Enquire_Payments
6,over_payment,Debt
4,jet child_care,Enquire_Jet
1,i need to enquire about child_care benefits,Enquire_CCB
1,i just wanna enquiry that my payment,Enquire_Payments
1,change of child_care benefit,Enquire_CCB
1,my endowment money has gone down,Enquire_Payments
1,estimate of this year's income,Update_FamilyIncomeEstimate
1,i need to update my bank account,PersonalDetails
3,changing child_care,Enquire_CCB
1,i need to know how many hours at the family day_care i can get,Enquire_CCB
1,advance payment unsuccessful,Advance
1,i need to add a child_care centre,Enquire_CCB
1,regarding a letter i received from centrelink,Respond_Correspondence
1,to defer payment,Enquire_Payments
1,for my child's bonus i need to know when i will receive my family bonus,Enquire_LumpPayment
1,to check on my family payment,Check_Payments
1,i need to advise centrelink my daughter has an emergency in hospital and her key card is missing,Cards
1,change my family assistance estimate,Update_FamilyIncomeEstimate
1,i'm requesting for a c_r_n form,Enquire_CCB
1,a letter i received today,Respond_Correspondence
1,five hundred dollar advance payment,Advance
1,superannuation,Enquire_FamilyAssistance
1,missed payments,Enquire_Payments
1,speak to a customer service officer baby bonus,Maternity
1,change change my earnings,Update_FamilyIncomeEstimate
1,child_care benefit income assessment,Enquire_CCB
1,child_care benefit for care bear cottage,Enquire_CCB
1,to tell you how much i've earned,Report_Earnings
1,my wife myself both we stopped work we both on pensions and i guess we received a financial statement from the bank on fifty thousand dollars we invested with interest we wanna know if we gotta declare that in our taxation,PaySummary
1,i wanna use self_service on the internet,Support_SelfService
1,i want to have my date interview,Appointment
1,family tax money,Enquire_FTB
1,part pay of the tax benefit,Enquire_Payments
1,i'm i'm enquiring about how much i'll be receiving for the baby bonus after july,Maternity
2,asking about family payment,Enquire_Payments
6,one_off payment,Enquire_LumpPayment
1,i need for a c_c_b statement,Enquire_CCB
1,i wasn't paid last night,Enquire_Payments
1,need a family tax benefit claim lump_sum form,Enquire_LumpPayment
2,to declare income,Report_Earnings
1,rent assistance payment,RentAssistance
1,news updates,Announcement
11,internet access,Support_SelfService
1,add child_care centre,Enquire_CCB
1,i wanna know what my taxable income is for two thousand and seven,PaySummary
1,don't know i do know but,Enquire_Vague
6,updating estimate,Update_FamilyIncomeEstimate
4,rent assistance enquiry,RentAssistance
1,i wish to stop my family assistance payment,Enquire_FamilyAssistance
1,my family supplement payment date,Check_Payments
1,i need to update information,PersonalDetails
1,customer assistance i have a letter regarding them,Respond_Correspondence
1,i am new at the day_care centre,Enquire_CCB
1,to talk to danny swanson,Request_Operator
1,family tax benefit maternity allowance,Maternity
1,report my medicare number,MedicareCard
1,want to know my payments,Check_Payments
1,to change my address details,PersonalDetails
1,i can't understand the letter,Respond_Correspondence
1,of addresses,PersonalDetails
1,querying about a statement i got,IncomeReportingStatement
1,regarding family assistant payment,Enquire_Payments
4,make an enquiry,Enquire_Vague
1,advance on my endowment,Advance
1,child_care tax rate,Enquire_CCB
1,just a customer enquiry,Enquire_Vague
1,jet child_care follow up,Enquire_Jet
1,applying for child_care benefit new child,Enquire_CCB
1,i need to speak to customer service officer,Request_Operator
1,i need to make an appointment with a job network provider yeah,Appointment
1,i'd like an advance,Advance
1,reporting partner's pay,Report_Earnings
1,change my child_care benefit,Enquire_CCB
1,discuss income,Enquire_Earnings
1,i want to make sure that i'm getting paid family assistance,Enquire_FamilyAssistance
1,the child_care benefit form,Enquire_CCB
1,personal counseling,GeneralEnquiry
1,i need my family assistant number,Enquire_FamilyAssistance
1,for family assistance for my daughter,Enquire_FamilyAssistance
1,no more employment,Employment
3,child_care services,Enquire_CCB
1,enquiries about my account,Enquire_Payments
1,i would like to know if my payment will be going into the bank tomorrow,Check_Payments
1,cancellation of my pension,Enquire_Payments
1,advanced family assistant loan payment,Advance
1,paying back money owed,Debt
1,future payment,Check_Payments
1,to request a payment in advance,Advance
1,to register my daughter with with child_care centre,Enquire_CCB
1,speak to an operator i'm just talk calling centrelink,Request_Operator
2,i want to know my next payment,Check_Payments
1,baby bonus please,Maternity
1,see if a claim got approved,Claim
1,assistance question,Enquire_FamilyAssistance
1,i wanna report my payment,Report_Earnings
1,update care providers,Enquire_CCB
1,i won't be lodging a tax return this year,TaxReturn
1,not lodging a tax return this year,TaxReturn
21,report a payment,Report_Earnings
1,new_born bonus,Maternity
1,advising of overseas travel,Overseas
11,supplement payment,Enquire_Payments
1,estimate for financial year two thousand and seven two thousand and eight,Update_FamilyIncomeEstimate
1,report payment report work report,Report_Earnings
1,find out reference number,GeneralEnquiry
1,i would like to get my five hundred advance payment,Advance
1,need to check my next payment,Check_Payments
1,i want to find out about the parental my parenting allowance,Enquire_Parenting
1,update child_care benefit details,Enquire_CCB
3,a claim,Claim
1,i need to find out how i can lodge in a health_care card for my parents,Cards
1,to give my estimate my yearly estimate,Update_FamilyIncomeEstimate
1,i just want to speak to someone about an advancement please,Advance
1,put lump_sum,Enquire_LumpPayment
1,about tax benefit family tax benefit,Enquire_FTB
2,would like to speak to operator,Request_Operator
1,child_care benefit tax rebate,ChildCareRebate
1,for my appointment,Appointment
2,centre_pay deduction,Deductions
1,i want a statement for this financial year for my child_care please,Enquire_CCB
1,just to concern a child_care benefit percentage,Enquire_CCB
1,i over estimated,Update_FamilyIncomeEstimate
2,my estimate for the next financial year,Update_FamilyIncomeEstimate
2,check advance payment,Advance
1,i need to put someone down to report my earnings cause i am going overseas,Overseas
1,to go for my five hundred or a loan,Advance
1,finding out about the tax,Enquire_Tax
3,end of financial year,PaySummary
1,to provide information regarding,Enquire_Vague
1,i'm ringing up about six hundred for a kid,Enquire_LumpPayment
1,income estimate tax,Update_FamilyIncomeEstimate
2,six hundred dollar payment per child,Enquire_LumpPayment
1,family tax earnings,Enquire_FTB
1,changing account details,PersonalDetails
1,just to find out the rate a payment is correct,Check_Payments
1,earnings information,Report_Earnings
1,education supplement,Education
1,i need to to change an appointment time,Appointment
1,eligibility for pharmaceutical benefits under concession,Enquire_FamilyAssistance
1,training,Education
1,returning home,Overseas
1,health_care assistance,Cards
1,whether to lodge tax return for,TaxReturn
1,i want to talk about my daughter's child_care,Enquire_CCB
1,to make a appointment to get parenting payment,Appointment
1,give accurate earnings,Update_FamilyIncomeEstimate
1,regarding my debt payment which i now need to be refunded,Debt
1,i want to change my child_care service provider,Enquire_CCB
1,extension,Enquire_FamilyAssistance
1,estimate of financial year,Update_FamilyIncomeEstimate
1,child_care benefit discount,Enquire_CCB
1,i just wanted to find out about my advance payment,Advance
9,child_care payments,Enquire_CCB
1,to find the family assistance payment,Enquire_Payments
2,child_care benefit change,Enquire_CCB
1,rate of payments,Check_Payments
1,update child_care benefits,Enquire_CCB
1,amount of family payment,Enquire_Payments
1,to change plans of my centrelink application,Claim
1,because i wanted to talk about a letter i got sent,Respond_Correspondence
1,fortnightly estimate,Update_FamilyIncomeEstimate
1,pay update,Enquire_Payments
6,change my bank details,PersonalDetails
1,new claim for parenting payment,Claim
1,wanting to check the loan for family tax benefit,Advance
1,child_care benefits assessment notice,Enquire_CCB
1,update change my address,PersonalDetails
1,change of family name,PersonalDetails
1,i'm calling it's because i did not i have not received my family tax benefit my family tax assistance payment that was due that's why i'm calling,Enquire_FTB
1,about an advanced payment,Advance
6,parenting allowance,Enquire_Parenting
1,declare partner's income,Report_Earnings
1,child_care assessment notice,Enquire_CCB
1,applying for parenting allowance,Claim
1,i need to find out if i have working credits,Enquire_Payments
4,customer reference number,GeneralEnquiry
1,tax taxable income,PaySummary
1,next week's pay,Check_Payments
3,check payment information,Check_Payments
1,update update estimate income,Update_FamilyIncomeEstimate
1,i've got a letter so it said to ring,Respond_Correspondence
5,tax rebate,ChildCareRebate
15,reporting my income,Report_Earnings
5,i need to change my bank account details,PersonalDetails
1,i need help filling out a claim form,IncomeReportingStatement
1,do i need a payment summary from centrelink this year,PaySummary
1,want to know how much my pay is,Check_Payments
1,i'm just calling to ask about a loan,Advance
1,i need to find out some information regarding a new partner,Change_Circumstances
1,i have an enquiry about the status of,Enquire_Vague
1,just to update my family payment,Enquire_FTB
1,i need to lodge my my earnings it wouldn't come up on the computer said it was unavailable,Report_Earnings
4,applying for child_care benefit,Claim
1,i just lost my job,Employment
1,for gas account,Deductions
3,speak to somebody,Request_Operator
1,the address,PersonalDetails
2,claiming for a new_born,Claim
1,centrelink fucked up,Enquire_FamilyAssistance
1,just wondering when the customer benefit payments coming family benefit payments coming in,Check_Payments
2,to declare my earnings,Report_Earnings
1,non lodgement of tax advice,TaxReturn
1,to my hours for working,Report_Earnings
1,child_care benefit for out of school care,Enquire_CCB
28,child_care benefit percentage,Enquire_CCB
1,notification of children in child_care,Enquire_CCB
1,family tax benefits query,Enquire_FTB
6,group certificate enquiry,PaySummary
1,estimate family assistance,Update_FamilyIncomeEstimate
6,circumstances,Change_Circumstances
1,i want to defer family assistance payments,Enquire_FamilyAssistance
1,about family tax benefit and lodging and tax return,TaxReturn
1,just doing an enquiry about family payments,Enquire_Payments
1,need to change me address,PersonalDetails
1,to change my bank details,PersonalDetails
1,speak speak,Request_Operator
6,cancellation of parenting payment,Enquire_Parenting
1,family tax bracket b,Enquire_FTB
1,update income,Update_FamilyIncomeEstimate
1,update customer details,PersonalDetails
3,change of name,PersonalDetails
1,cancel a child_care notice,Enquire_CCB
1,i'm finished,Garbage
1,verify my earnings for the fortnight,Report_Earnings
1,just to let you know that i'm not putting in a tax return our income is the same as last year with just my pension and my husband's,TaxReturn
1,i just need to update my details,PersonalDetails
1,for maternity leave,Maternity
1,i'd like to speak to someone about a medical condition,SicknessDisability
1,a letter hasn't arrived from centrelink that i've been waiting for,Respond_Correspondence
1,financial year earnings total,PaySummary
1,i need to speak about my family assistance,Enquire_FamilyAssistance
1,i need to report my partner's change of employment,Report_Earnings
3,six hundred dollars per child,Enquire_LumpPayment
5,the payment,Check_Payments
1,find out payment amount,Check_Payments
2,i need my group certificate,PaySummary
1,to discuss discuss a separation and divorce,Change_Circumstances
1,my child_care rebate,ChildCareRebate
1,f_t_b tax,Enquire_FTB
1,adjust family tax benefit income,Update_FamilyIncomeEstimate
1,enquiring about family bonus,GeneralBonus
1,just wanna know when that when you would get that six hundred dollar payment,Enquire_LumpPayment
1,check my estimate for last financial yea,Update_FamilyIncomeEstimate
1,family income estimate,Update_FamilyIncomeEstimate
1,advance on family tax benefit,Advance
14,group certificates,PaySummary
1,for the baby bonus,Maternity
1,up to date family income,Update_FamilyIncomeEstimate
1,i have to update my family income,Update_FamilyIncomeEstimate
1,income assistance,Enquire_FamilyAssistance
3,find out payment,Check_Payments
1,i don't want any family assistance,Enquire_FamilyAssistance
1,group certificate family payment,PaySummary
1,missed appointment,Appointment
23,health_care,Cards
1,i want to know the maternity immunization allowance if it's been paid for my children,Immunisation
5,pensioner education supplement,Education
1,enrolling in long day_care,Enquire_CCB
1,lump payment family tax benefit,Enquire_LumpPayment
1,i need to get an advance payment,Advance
1,it's to do with tax purposes,Enquire_Tax
1,change earnings details,Update_FamilyIncomeEstimate
1,need to speak to somebody about single parenting payment,Enquire_Parenting
1,i want to change child_care details,Enquire_CCB
1,regarding leaving australia but returning,Overseas
1,i'm ringing up about the bonus every year,GeneralBonus
1,well enquiring about my payment summary,PaySummary
629,family assistance,Enquire_FamilyAssistance
1,to find out about what my child_care percentage rebate is,ChildCareRebate
1,i just like to know about my pension payment which wasn't received,Enquire_Payments
14,statement,IncomeReportingStatement
1,when group certificates are being issued,PaySummary
1,need to ring up about declaring that i don't have to fill out a tax form tax return,TaxReturn
1,family payment payout,Enquire_Payments
1,pez payment,Education
1,any future payment,Check_Payments
5,i need to speak to someone,Request_Operator
1,child_care benefit right,Enquire_CCB
1,want to enquire about the cost of child_care,Enquire_CCB
21,change of income,Update_FamilyIncomeEstimate
1,talk to a customer officer officer,Request_Operator
1,drop family payments on,Enquire_Payments
1,record earning,Report_Earnings
